id_interacao,id_cliente,data_interacao,canal,direcao,resultado,texto
INT002046,PJ0691,2026-04-17,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT002049,PJ0692,2026-02-18,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT002050,PJ0692,2026-02-23,telefone,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT002048,PJ0692,2026-03-02,portal,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT002053,PJ0693,2026-01-18,portal,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT002052,PJ0693,2026-01-28,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT002054,PJ0693,2026-02-08,telefone,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT002051,PJ0693,2026-02-14,whatsapp,receptiva,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT002055,PJ0693,2026-02-27,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT002057,PJ0694,2026-01-16,telefone,receptiva,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT002056,PJ0694,2026-03-06,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT002058,PJ0694,2026-03-14,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT002060,PJ0695,2026-04-17,telefone,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT002062,PJ0695,2026-04-28,email,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT002061,PJ0695,2026-05-16,whatsapp,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT002059,PJ0695,2026-05-24,telefone,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT002066,PJ0696,2026-03-17,whatsapp,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT002065,PJ0696,2026-04-05,portal,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT002063,PJ0696,2026-05-13,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT002064,PJ0696,2026-05-16,telefone,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT002067,PJ0697,2026-04-14,email,receptiva,recuperacao_judicial,Representante informou processo de recuperação judicial; caso requer equipe especializada.
INT002071,PJ0698,2026-01-29,telefone,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT002068,PJ0698,2026-02-08,portal,receptiva,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT002069,PJ0698,2026-02-16,whatsapp,receptiva,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT002072,PJ0698,2026-02-20,email,receptiva,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT002070,PJ0698,2026-02-22,telefone,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT002073,PJ0699,2025-12-24,portal,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT002074,PJ0699,2026-01-22,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT002075,PJ0700,2025-12-29,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT002076,PJ0701,2026-05-18,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT002079,PJ0702,2026-02-09,telefone,receptiva,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT002077,PJ0702,2026-02-28,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT002078,PJ0702,2026-03-22,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT002080,PJ0703,2026-03-18,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT002081,PJ0703,2026-03-29,portal,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT002082,PJ0703,2026-04-03,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT002083,PJ0703,2026-04-23,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT002085,PJ0704,2025-12-26,telefone,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT002086,PJ0704,2026-01-17,telefone,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT002084,PJ0704,2026-01-29,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT002088,PJ0704,2026-01-30,email,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT002087,PJ0704,2026-01-31,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT002091,PJ0705,2026-05-05,portal,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT002089,PJ0705,2026-06-15,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT002092,PJ0705,2026-06-15,telefone,receptiva,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT002090,PJ0705,2026-06-21,email,receptiva,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT002093,PJ0705,2026-06-25,whatsapp,ativa,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT002094,PJ0706,2026-05-29,email,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT002096,PJ0707,2026-04-15,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT002095,PJ0707,2026-04-22,whatsapp,receptiva,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT002100,PJ0708,2026-01-25,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT002098,PJ0708,2026-02-20,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT002099,PJ0708,2026-03-05,portal,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT002097,PJ0708,2026-03-09,telefone,receptiva,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT002102,PJ0709,2026-02-14,email,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT002104,PJ0709,2026-02-21,email,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT002101,PJ0709,2026-03-30,email,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT002103,PJ0709,2026-04-02,telefone,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT002106,PJ0710,2026-04-11,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT002105,PJ0710,2026-04-17,email,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT002108,PJ0711,2026-02-22,email,receptiva,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT002107,PJ0711,2026-03-16,telefone,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT002109,PJ0712,2026-03-15,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT002111,PJ0712,2026-03-15,telefone,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT002112,PJ0712,2026-04-28,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT002110,PJ0712,2026-05-06,email,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT002113,PJ0713,2026-01-14,whatsapp,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT002114,PJ0713,2026-02-05,whatsapp,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT002115,PJ0714,2026-03-14,portal,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT002117,PJ0714,2026-03-26,email,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT002116,PJ0714,2026-04-02,portal,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT002118,PJ0715,2025-12-13,email,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT002119,PJ0715,2025-12-21,email,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT002121,PJ0715,2025-12-21,whatsapp,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT002120,PJ0715,2025-12-23,portal,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT002122,PJ0716,2026-01-04,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT002123,PJ0716,2026-02-05,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT002124,PJ0716,2026-02-27,telefone,receptiva,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT002125,PJ0717,2026-02-15,whatsapp,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT002128,PJ0718,2025-11-14,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT002129,PJ0718,2025-11-16,portal,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT002126,PJ0718,2025-11-21,email,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT002127,PJ0718,2025-12-30,telefone,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT002130,PJ0719,2026-02-11,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT002132,PJ0720,2026-04-07,email,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT002131,PJ0720,2026-05-03,telefone,receptiva,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT002133,PJ0720,2026-05-24,email,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT002135,PJ0721,2025-12-24,telefone,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT002134,PJ0721,2026-02-07,telefone,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT002137,PJ0722,2026-01-05,email,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT002136,PJ0722,2026-01-13,whatsapp,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT002141,PJ0723,2026-01-18,whatsapp,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT002138,PJ0723,2026-01-21,telefone,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT002140,PJ0723,2026-01-23,whatsapp,receptiva,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT002139,PJ0723,2026-02-07,whatsapp,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT002142,PJ0723,2026-03-10,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT002143,PJ0724,2026-03-11,email,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT002144,PJ0724,2026-04-11,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT002145,PJ0725,2026-01-25,email,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT002149,PJ0726,2026-05-10,email,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT002147,PJ0726,2026-05-31,portal,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT002146,PJ0726,2026-06-17,portal,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT002148,PJ0726,2026-06-27,portal,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT002151,PJ0727,2026-02-27,email,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT002150,PJ0727,2026-04-16,portal,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT002152,PJ0728,2026-03-21,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT002153,PJ0729,2025-12-21,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT002154,PJ0730,2025-12-19,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT002155,PJ0730,2026-01-10,whatsapp,receptiva,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT002157,PJ0730,2026-02-17,whatsapp,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
